tic id,toi,tfopwg disposition,period (days),epoch (bjd),duration (hours),sectors
366298702,5580.01,PC,5.2782582,2459603.122108,3.379,"20,47"
44510874,2925.01,PC,1.5720089,2459302.564351,1.257,"9,35,36"
91697121,5441.01,PC,2.8633026,2460236.091612,0.941,"6,33,43,44,45,71,72"
45299834,2923.01,PC,4.3226285,2460015.622952,2.908,"8,9,10,35,36,37,62,63,64"
191671884,2908.01,PC,5.4631023,2459275.14257,4.067,"8,9,35"
16005254,5344.01,CP,3.7927572,2459522.82521,1.47,"43,44"
164260243,6162.01,PC,1.8478843,2459852.11669,2.809,"16,56"
186530554,7426.01,PC,0.766526,2460635.879998,0.927,"17,85"
199671901,5959.01,KP,4.4571443713053,2459855.872666,6.10897114376715,"56,57"
367616146,3704.01,PC,1.39448794885389,2459911.348741,1.81490616260618,"19,59"
81693792,4897.01,PC,4.3066915,2459329.757212,2.149,"10,36,37"
207334420,7558.01,PC,4.153156733869476,2460685.627327,4.276126387136886,"7,33,71,72,87"
358253047,4351.01,PC,20.1459437788428,2458362.731781,4.47064943009683,"2,3,4,29,30,31,35,62,65,69"
445990611,5460.01,PC,6.2987919,2459547.690911,4.909,"33,44,45"
289164482,2274.01,CP,2.67961636447417,2458685.367259,0.902894785886715,"14,26,40,53,54"
372747949,4169.01,PC,3.4026932,2459763.167593,5.23,"17,18,19,24,25,26,52"
448435566,4951.01,PC,4.1042587,2459357.872468,4.642,"11,12,38"
87932853,7262.01,PC,6.4093679,2460555.256621,3.114,"55,82"
97248423,7370.01,PC,13.3079913,2460573.539447,3.42,"56,83"
468178519,6660.01,PC,2.98521926414539,2460097.764118,3.77604994612175,"66,67"
251743761,7238.01,PC,3.930467,2460526.803768,2.281,"54,81"
310003988,1629.01,KP,4.5421594,2459686.204782,4.294,"16,23,24,50"
169249234,2524.01,CP,7.18580291998416,2459527.431854,4.25426131795531,"45,46,62,72"
404488903,6145.01,PC,3.9921399,2459852.114072,3.299,56
48210046,2920.01,PC,3.2003149,2459300.972897,2.847,"9,35,36"
173979859,5063.01,PC,3.613799,2459386.531727,3.323,"12,39"
124573851,669.01,CP,3.9451359,2460013.733784,2.424,"9,35,62"
198185513,6907.01,PC,3.37950992822688,2460286.464218,2.70552810164629,73
202872757,3696.01,PC,4.4236103,2459907.22551,4.356,"18,58"
208772468,5022.01,PC,2.244541,2459385.707127,2.1,39
167600516,713.02,PC,1.87152088357231,2458325.894696,1.02134656929272,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
262928973,6901.01,PC,3.27278591587038,2459036.647119,1.70341502136011,"27,28,66,68"
232568235,2260.01,CP,0.3524597,2460423.375669,0.578,"23,24,25,50,52,77"
57193198,4076.01,PC,4.3965758,2459003.614842,2.827,"24,25"
405571798,4953.01,PC,2.9590176,2459357.455769,2.832,"11,37,38"
449491381,3026.01,PC,4.8206566,2459323.785149,4.468,"10,12,37"
201793781,248.01,PC,5.99105693107616,2458354.83865,3.46445093371334,"2,3,29,30,69"
55652896,216.01,CP,34.5059318313029,2458331.488563,3.82066526942235,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
394492339,3490.01,PC,9.1317488,2459374.125286,2.448,"11,12,39"
167714124,2721.01,PC,4.162733,2459222.321706,3.319,"5,6,32,33"
251705938,6370.01,PC,2.9124991,2459934.386386,4.175,"18,58,59"
458424950,3893.01,PC,9.0576962,2459655.552232,2.37,"22,49"
349829627,788.01,PC,6.48723622288655,2458329.387247,2.59863721969371,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,67,68,69"
232982938,1828.01,CP,9.0941239,2459918.438376,4.389,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,59"
941340744,3351.01,PC,4.311529,2459327.23565,2.699,"36,37"
33091590,2495.01,PC,7.79538495313736,2459208.384505,1.69415729398313,33
63898957,261.01,CP,3.3639253966859,2458383.915624,3.34304953141334,"3,30"
337648770,5538.01,PC,23.8995950169509,2459534.758896,2.03951565315582,"44,45,46"
366443426,4304.03,KP,31.7180208316155,2458494.909195,2.33263213009818,"7,34,44,45,46,61,72"
221566773,6733.01,PC,3.2529571,2460118.586103,4.813,"12,39,66"
47220926,6917.01,PC,9.7716812,2460251.990426,5.281,"6,32,43,44,45,71"
248853232,5823.01,KP,3.86814921752745,2459798.775459,2.16101945681072,55
470156846,4154.01,PC,7.3446285,2459764.089651,5.044,"18,19,20,24,25,26,52"
105616091,5636.01,PC,4.2744435,2459658.577043,1.958,"23,49"
202426247,1860.01,CP,1.0662082,2460367.147621,1.142,"14,15,16,21,22,23,41,48,49,50,75"
418567812,4943.01,PC,8.0176705,2459352.427425,2.714,"12,38"
258279359,7264.01,PC,10.5637482,2460538.176764,2.227,"55,82"
463508231,2956.01,PC,4.127728,2459332.120551,1.411,"9,10,36,37"
167661160,2479.01,PC,36.838242873162,2458442.074601,4.94628429005835,"5,6,32"
95415033,7569.01,PC,5.672796017623791,2460686.424505,2.916815886929658,"6,7,33,87"
68443254,5419.01,PC,4.8002161,2459544.75985,2.439,"20,44,45"
351652998,5767.01,PC,4.015073,2459741.644195,3.229,"25,52"
266425782,3698.01,PC,2.34672628980868,2459911.943119,4.29235756076836,"19,59"
400968492,6607.01,PC,11.1860909,2460080.819177,5.989,"10,11,37,38,64,65"
400093502,6068.01,PC,10.66839,2460292.788766,2.717,"19,20,26,53,59,60,73"
219253008,268.01,PC,5.06617500732187,2458385.127279,6.29924087517537,"3,4,5,30,31,32"
101955023,667.01,KP,1.6289321997705,2459280.989404,0.809275952968085,"9,10,36"
321258259,6348.01,PC,3.6894234,2459933.238043,2.085,"19,59"
138475192,3811.01,PC,2.9594596,2459912.976233,0.706,"19,20,40,47,52,59"
26406123,5454.01,PC,3.7196227,2459547.086573,4.948,"33,44,45"
154618248,245.01,PC,8.7709021,2460203.438659,0.926,"2,28,29,69"
171312653,5284.01,PC,2.0327015,2459444.105892,2.019,"14,41"
20318757,1027.03,PC,5.0113292,2460032.57304,1.024,"9,36,63"
322160664,3729.01,PC,8.17443821530939,2460290.926859,2.67214447470145,"19,59,73"
12611594,7493.01,KP,1.915525757560286,2460803.361443,3.566395102682401,92
150151262,712.01,CP,9.531366,2460139.317299,1.673,"3,4,5,6,7,9,10,11,13,27,29,30,31,32,33,34,36,37,39,61,62,63,64,65,66,67"
438519486,5403.01,PC,12.8355591,2459533.44912,1.805,"6,33,44,45"
279331929,7218.01,PC,4.9030173,2460528.877221,3.098,"14,41,54,81"
300579472,4186.01,PC,12.7503356,2460168.355054,3.297,"1,28,68"
190822775,6166.01,PC,1.8021196,2459850.643171,2.407,"15,16,56"
177718896,4711.01,PC,3.7081082,2459221.348914,6.54,"7,33"
268456052,4764.01,PC,1.6025971,2459224.633627,2.212,33
160045097,1782.02,CP,1.82902939880296,2459632.816808,1.66790977219127,"14,20,21,22,40,41,47,48,53,60"
112037211,3252.01,PC,4.3636327,2459352.703569,2.407,"11,38"
298897095,7462.01,PC,2.6236517734527243,2460313.505947,1.4746043438833802,"74,75"
1528696,448.01,CP,0.882062425827087,2458438.402842,0.575967222552898,"5,32"
314193010,6756.01,PC,4.9354155,2460121.785937,4.672,"13,66"
317594531,5759.01,PC,8.350615,2459729.912231,1.62,"18,19,24,25,52"
15445551,747.01,KP,1.68279170176108,2458569.66758,3.03146657696923,"10,11,37"
264678534,1611.01,CP,16.2016817,2460643.486453,2.792,"18,19,20,25,26,40,52,53,58,59,60,73,78,79,85,86"
388505345,6246.01,PC,6.77864033372871,2459723.376477,1.89639430047245,"52,53,58,59"
437704321,4534.01,KP,2.8492802255418863,2459448.05066,2.0072154631244645,"42,92"
158075010,2074.01,PC,177.58305122878,2458754.149159,4.79014425829153,"16,23"
277447970,1361.01,PC,2.237462,2460608.708763,2.991,"15,16,56,57,76,77,83,84"
48253329,5826.01,PC,2.8140207,2459788.107629,3.191,54
457018819,4938.01,PC,2.913692,2459357.454607,2.665,"11,38"
44898913,4306.01,CP,2.72990488543893,2458413.191882,0.825728846912796,"4,5,31,32"
50171060,7474.01,KP,1.2578130051114809,2460775.325905,0.9793329893469652,91
239823606,6061.01,PC,8.1309123,2459925.632107,3.313,"19,43,44,45,59,73"
198610218,4432.01,PC,3.04133912218329,2459771.229475,1.51499617977316,"40,53,54"
39824732,4727.01,PC,7.151653,2459214.055371,1.193,"6,33"
161299119,3444.01,PC,2.7188122,2459384.53548,2.182,"12,39"
375942197,5815.01,KP,3.89938313864639,2459797.700003,5.1857346613628,55
167342439,707.02,PC,17.4757465422298,2458328.766769,4.69114182202221,"1,2,3,4,5,6,7,8,9,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,64,65,66,67,69"
197807778,4402.01,PC,3.69899391755101,2458355.49119,3.16808723095437,"2,3,4,29,30,31,69"
275702126,3764.01,PC,6.57185338156307,2459911.460385,2.4724721675758,"18,19,59"
351603103,1103.01,PC,2.94308,2459037.655526,4.073,"13,27"
60446303,7285.01,PC,2.1384533,2460554.876539,1.111,"55,82"
373894336,6296.01,PC,4.2234273,2459908.370097,4.384,58
231937828,4780.01,PC,4.6942884,2459247.48951,3.224,"7,32,34"
237637903,4742.01,PC,4.1034672,2459226.761013,2.918,"6,33"
147660886,2005.01,PC,17.305792317706473,2459293.9977,4.172976747789032,"10,63"
289373041,4090.01,PC,3.177514,2459771.717799,2.043,"14,26,40,53,54"
231071138,2393.01,PC,18.84184,2459128.42966,3.184,"2,3,29,30"
67772767,939.01,PC,7.6107227,2459199.364902,4.249,"5,32"
438777551,3161.01,PC,1.4010338,2460041.774002,2.22,"11,38,64,65"
458419328,3785.01,CP,4.6747218,2459604.77275,1.61,"20,47"
22712134,6287.01,PC,1.640758,2459908.580448,1.326,"18,58"
431693152,4685.01,PC,7.0308254,2459188.98641,3.198,"5,32"
59575189,5490.01,PC,2.5193047,2459578.060946,3.596,"44,45,46"
251094370,2437.01,PC,5.1660126889228,2459147.885503,3.01966000777545,31
219875976,5728.01,PC,11.4974559035731,2458685.097165,2.3907992513193,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50"
413343957,4365.01,PC,3.3784364,2460093.008961,2.165,"12,38,39,65"
79920467,3288.01,PC,1.4338615,2459057.730758,1.61,"13,27"
116382006,3977.01,PC,23.2547644,2459679.942181,7.935,"16,23,24,50,51"
243014114,4512.01,KP,19.5620457936417,2459450.83655,6.42314165977034,"42,43,44,71"
179580045,2248.01,PC,62.1624516,2460077.706461,4.319,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,32,33,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
267536225,2904.01,PC,7.5010022,2459292.3431,3.977,"7,8,9,34,35,36"
251855940,370.01,PC,4.04637087525256,2459090.735093,3.03835343930422,"2,29,69"
224217761,5290.01,PC,2.5688104,2459469.15972,2.198,42
5485318,2939.01,PC,4.8306667,2459273.922515,4.24,"9,35"
271971130,715.01,CP,19.287957909893205,2458327.552087,2.1841643128740964,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37,39,61,62,63,64,65,66,67,68,69"
6404965,3346.01,PC,4.8692603,2458681.381272,2.538,13
321688498,2290.01,PC,0.386219721665312,2458764.986586,0.912244479920314,"17,18,24,25,57,58"
292023054,7312.01,PC,4.2990991,2460555.350036,3.805,"55,82"
367434266,5458.01,PC,22.0632968500409,2459940.781377,2.2329319006603,"20,44,45,60,71,72"
4486230,6880.01,PC,14.9166631,2460257.596462,3.709,"20,44,45,46,60,71,72"
402026209,232.01,KP,1.33823135800679,2458355.184421,2.1560676107495,"2,28,29,69"
388811663,5155.01,KP,9.79565352601142,2459456.729746,2.70730916677492,"42,43,70"
96317115,4806.01,PC,8.4476983,2459248.293164,3.79,"6,33,34"
186470510,3371.01,PC,3.50718421155907,2459963.843356,3.38330030782879,"8,35,61,62"
196351790,7455.01,PC,13.2026423,2460613.499772,3.137,"17,57,58,84,85"
27774415,4456.01,KP,4.94279853350153,2459422.773399,3.31538275775367,"40,41,54,55"
356590734,1951.01,PC,4.82940600405631,2459362.084735,2.6761871714201,"11,39,64,65,66"
53287554,5172.01,PC,4.726929399075142,2459552.159115,2.6983295764967723,"46,91"
37240067,2730.01,PC,2.5082498,2459212.952234,1.393,"6,33"
429791387,4392.01,PC,3.9693722,2459379.961551,2.005,"12,39"
177712122,6302.01,PC,2.8465714,2459907.648297,1.419,"18,58"
29105766,3793.01,PC,3.25513153030681,2459606.578007,2.34407348914156,"20,47,60"
455153906,4772.01,PC,2.8894603,2459248.942017,2.561,"7,34"
429302040,1905.01,KP,5.72226,2458574.14194,2.648,10
371676181,3936.01,PC,1.4858906,2459881.848754,1.697,"17,24,57"
56815340,7513.01,KP,9.580288838391866,2459554.243825,3.139282684311792,"46,91"
39699648,1778.01,CP,6.527388413746004,2458875.997532,3.1190657488041773,"21,47"
344927749,6265.02,PC,4.1793325,2460282.885839,3.012,"8,35,45,46,62,72"
181804752,736.01,CP,4.98991757887488,2458546.508066,1.38196537505452,"9,36,63"
71345362,2691.01,PC,3.8821916,2459167.794838,3.126,"4,31"
138762614,1802.01,PC,16.7961107288908,2458904.154502,3.49893024815855,22
143009290,4069.01,PC,2.7240303,2459739.127083,1.649,"25,52"
77044471,228.01,KP,2.68650638568274,2458356.100116,2.656723072884952,"2,29,69"
358613376,4173.01,PC,8.2713274,2459942.653105,3.809,"14,20,21,26,40,41,53,60"
201248411,129.01,CP,0.980972,2460205.646862,0.54050355175474,"1,2,28,29,68,69"
393853275,3831.01,PC,1.7088305,2459635.338271,1.871,"21,48"
252616865,1482.01,PC,5.7121916,2459872.298444,4.775,"16,17,57,77"
390151888,6543.01,PC,15.5523703,2460067.846787,5.554,"10,11,37,38,64"
258051471,4843.01,PC,8.3548746,2459970.499681,3.253,"8,34,35,61"
288735205,1259.01,CP,3.47797762846933,2459764.874089,2.51034887489644,"14,17,18,19,20,21,24,25,26,40,41,47,48,50,51,52,53,54,55,58,59,60"
34977731,6293.01,PC,13.3673993,2459899.168188,3.63,"18,42,43,58"
260417932,932.02,PC,7.9856481,2459380.465927,2.729,"1,2,4,5,6,7,8,9,11,12,28,29,31,32,33,34,35,36,38,39"
413372087,2976.01,PC,3.4859402,2459300.513933,1.532,"9,36"
314992600,7180.01,PC,3.2607791,2460582.91736,3.152,"56,83"
470653603,6381.01,PC,8.9270275,2459929.634393,2.409,"19,59"
142405475,2882.01,PC,2.0083269,2459224.056067,4.37,"6,7,33"
272219353,3961.01,PC,3.5434689,2459880.628277,1.849,"17,18,24,57"
290403522,6798.01,PC,22.3751134,2460136.574569,11.966,"1,13,27,67"
255909950,3478.01,PC,1.82856,2459385.423634,2.961,"12,39"
310728245,5776.01,PC,4.1816344,2459765.925587,4.13,"26,52,53"
81077799,3492.01,PC,9.222417062942297,2459314.521155,5.296857963138665,"36,37,63,64"
66545173,7106.01,PC,2.7945508,2460568.642831,2.978,"16,17,57,77"
250111245,5293.01,CP,2.9304371,2459466.496662,1.73,42
235300016,2750.01,PC,6.8204309,2459223.251021,3.723,"6,33"
232131043,7556.01,PC,11.103542835301592,2460672.853807,3.2765462363575035,"6,33,87"
355096431,2185.01,PC,7.2147717511923,2459036.889768,4.01477537114538,27
286712787,5159.01,PC,5.83650984428885,2459526.144884,2.69988950370658,"45,46,72"
47617161,1973.01,PC,3.9194855529563855,2459335.074889,2.346146493705592,"11,38,65"
95079513,5504.01,PC,13.2414304,2459563.048371,3.989,"44,45,46"
278892590,6838.01,KP,1.51094471179194,2460209.808352,0.640149871039871,70
411343008,6153.01,PC,3.6720231,2459848.656116,3.064,56
193765661,5236.01,PC,10.9974977,2459807.154831,7.182,"14,15,41,55"
133512515,4875.01,PC,9.7929019,2459330.737173,3.362,"9,10,36,37"
452464529,3025.01,PC,3.6794732,2460044.692878,4.13,"10,11,12,37,39,64,65,66"
287080092,1751.01,CP,37.4685042,2460607.061003,7.685,"15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,74,75,76,77,78,79,81,82,83,84,85"
461547946,7517.01,PC,10.306786622001592,2460653.133566,3.3685664154320216,"18,19,20,25,26,40,47,52,53,59,60,73,74,79,86"
143687316,3721.01,PC,3.54112346418543,2460287.522921,3.07714073098219,"19,59,73"
350618622,201.02,PC,5.8492379,2460175.602477,3.257,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,64,65,66,67,68"
392681545,6054.02,CP,12.5759947632049,2459919.916627,6.52991803395634,59
37754672,6487.01,PC,14.13519,2459994.435005,2.273,"8,35,62"
468777766,3750.01,PC,12.4844641,2458826.425862,2.827,19
319568619,3277.01,PC,1.5265889,2459058.439281,1.688,"13,27"
380783252,1059.01,PC,9.4496506,2460106.337519,2.021,"13,39,66"
251848941,178.02,CP,20.708504,2458354.55219,2.236524,2
52420398,5427.01,PC,5.2374183,2459548.748875,3.741,"6,43,44,45"
138364831,4577.01,KP,1.625512355222,2459391.112176,2.65900291533393,"40,41,54,55"
45465399,4879.01,PC,5.3763108,2459325.008186,2.339,"8,9,10,35,36,37"
318836983,5532.02,PC,2.39298013545685,2458412.532109,1.6934260478954,"4,42,43,70,71"
141279435,7622.01,PC,40.82165192129185,2460890.941494,3.7325004931456593,"31,35,36,37,39,61,62,64,65,66,67,68,69,87,88"
198241702,1269.01,CP,4.25296414061114,2458686.60881,2.57338670962563,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
453211454,509.02,CP,21.4003129,2460259.048369,5.38474589616623,"7,34,46,71,72"
388198242,2224.01,PC,0.505510515897485,2459988.772614,0.648232028256928,"1,2,5,12,13,27,28,29,32,35,62"
437242640,744.01,KP,4.3176859,2460031.706114,1.822,"9,36,63"
286864983,772.02,PC,744.20076033013,2459313.643175,4.31057963053945,"10,37,64"
127328218,4226.01,PC,2.9628955,2459963.356258,1.909,"7,34,61"
332064670,1773.01,KP,0.736546250262761,2458870.692828,1.57322083504225,"21,44,46,72"
11561667,730.01,CP,3.08762973344209,2458543.868539,2.23862461062643,"9,35,62"
257520272,4291.01,PC,12.1525595,2459383.47146,5.254,"12,13,27"
171646471,5464.01,PC,1.1606902,2459635.559804,1.232,"45,48"
166145361,6599.01,PC,2.20591671766059,2460041.770755,0.93951686341571,64
278775625,921.01,PC,5.12872650603197,2459036.701454,2.06064081076973,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65,66,67,68,69"
469821652,3263.01,PC,5.6155837,2460101.903547,4.495,"13,27,66,67"
117979897,443.01,KP,3.3106692005591,2459174.840517,3.70338667821136,"5,32"
461239485,5672.01,KP,3.03908506593102,2459693.716285,1.64550758759816,51
72090501,651.01,PC,1.0697877,2459226.896187,1.979,"6,33"
163030461,3099.01,PC,2.5543095,2459330.064618,2.239,"10,36,37"
63698669,1892.01,PC,1837.88973129423,2458364.629487,5.12315423550358,"2,29,69"
284679064,2566.01,PC,4.21024246353249,2459609.378383,2.956754669016646,"15,22,48,49,75,76"
287268770,5600.01,PC,10.717359,2459630.693169,2.784,"14,21,41,47,48"
76835246,7483.01,PC,0.5127743563872414,2460803.045671,0.6309023824196798,92
312811620,3788.01,PC,3.0923729,2458863.845509,3.061,20
351599985,7148.01,PC,1.3432587,2460479.465086,1.534,"25,52,79"
383806208,3014.01,PC,1.7946783,2459330.933872,3.306,"8,9,10,35,36,37"
247409676,5334.01,PC,3.6136326,2459520.904138,3.31,"42,43,44"
274367763,3474.01,PC,3.8795023,2459358.663246,3.647,"12,38"
102734241,6002.01,CP,10.9048392461916,2458692.759945,1.55306476821479,"14,41,54,55"
111741396,7601.01,PC,6.723020924108775,2460714.653262,5.586931672309505,"7,34,61,87,88"
32497972,876.01,PC,29.4829022033204,2458457.39545,2.36344067388814,"5,6,32,33"
121194926,3251.01,PC,2.0694143,2459357.470311,1.768,"11,38"
459189798,5777.01,PC,6.9171675,2459758.926644,2.038,"19,20,26,40,47,53"
9707944,6896.01,PC,19.7357747781701,2459107.486055,4.9695046066244,"29,42,69,70"
354293303,3715.01,PC,2.47135428160864,2459912.37098,2.36498134998057,"19,59"
57694405,6526.01,PC,14.7478214,2460026.901592,2.355,"10,36,63"
75919790,3341.01,PC,8.6369598,2459386.224917,4.91,"13,39"
282890159,5877.01,PC,6.9100016,2459820.307042,4.536,"14,41,54,55"
158617175,3910.01,PC,5.7158895,2459686.227148,2.437,"15,16,22,23,49,50"
363040636,7229.01,PC,16.7880823,2460530.325697,2.882,"14,41,54,55,81"
439598736,7237.01,PC,5.7694396,2460532.468185,4.625,"54,81"
244161191,278.01,PC,0.299039032681341,2458381.910527,0.721810345413252,"3,30,70"
7681574,5279.01,PC,16.0104634,2459428.849564,2.151,"14,25,26,40,41"
159742538,2124.01,KP,3.5539283440893,2459767.927156,3.63413878980795,"25,26,40,52,53"
140740440,6422.01,PC,3.7521603,2459985.504594,2.1,"7,34,61"
57299130,7043.01,PC,17.3840061,2460463.610974,3.932,"24,25,51,52,78,79"
76193403,5700.01,PC,1.7812778,2459742.169976,2.261,"26,40,52"
247518629,2790.01,PC,2.3341583,2459547.210084,3.553,"6,43,44,45"
234187289,7548.01,PC,5.183657810334657,2460681.852034,3.850939994537188,"6,33,87"
234388232,5088.02,PC,13.4155226,2459521.211119,3.665,"7,44"
300812741,2322.01,CP,20.2254945747216,2459037.417539,2.27199609134509,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,65,66,67,68,69"
103096524,4149.01,PC,3.2928068,2459768.675673,2.107,"25,26,52"
170367033,2752.01,PC,4.9197461,2459248.958026,3.023,"6,7,8,33,34"
431899136,6881.01,PC,1.9769396,2459934.873589,3.021,"18,59"
147797743,6072.01,KP,3.69155898990421,2459940.374302,2.72075803945963,60
237222864,1255.01,CP,10.288886,2460646.544681,1.391,"14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,77,78,79,80,81,83,84,85,86"
284122875,2592.01,PC,3.4559382,2459226.215173,4.21,"7,33"
218354669,5553.01,PC,1.76171650796953,2459448.89457,1.92807243915252,"42,43,44"
354727907,5836.01,PC,8.4498763,2459786.404289,1.773,54
436222251,7322.01,PC,5.5316291,2460554.922759,3.91,"14,15,41,55,81,82"
165948070,5919.01,PC,4.3686174,2459815.454832,2.943,"15,55"
347013211,2045.01,PC,9.07763,2459873.067934,5.928,"17,24,57"
87405719,5416.01,PC,13.0086903125686,2460239.554771,3.7378335496727,"45,71,72"
366484980,4411.01,KP,13.7748361,2460236.627901,4.454,"7,34,44,45,46,71"
308994098,790.02,PC,41.0175173752646,2458345.441513,8.20900126442366,"1,4,8,9,10,11,28,31,34,36,37,38,61,62,64,68,69"
172033454,6065.01,PC,8.2065998,2459948.69132,3.785,"20,43,44,45,60"
288224503,3051.01,PC,2.9489639,2459327.160731,2.278,"10,11,37"
294301883,774.01,KP,4.465630615555316,2458573.614654,3.492761825943388,"10,37,91"
63232997,7271.01,PC,7.1304113,2460573.096573,3.081,"15,16,56,76,82"
229490898,1872.01,PC,2.2349708,2459765.196316,2.016,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55"
97588014,6444.01,PC,12.2925281,2459978.35554,5.394,"7,33,34,61"
26880783,1364.01,PC,1.7753644,2460530.034744,2.034,"16,40,54,55,56,74,75,76,81,82"
323407659,7337.01,PC,4.2619292,2460634.782199,5.145,"16,18,24,57,77,78,84,85"
272251987,6575.01,PC,3.3047459,2460062.603665,3.735,"11,37,38,64"
251384275,1565.01,PC,1099.25603849035,2459907.730268,5.661,"18,58"
96829917,6763.01,PC,2.4519381,2460120.726052,2.834,"12,39,66"
427866520,4027.01,PC,3.6074546,2459907.148211,2.197,"17,18,24,25,57,58"
372443687,3273.01,PC,4.2955192,2459052.958371,2.874,"13,27"
143168991,7580.03,PC,12.297129803727998,2460668.351861,2.7679647711963447,"6,32,87"
173640199,618.01,PC,7.7614672,2459972.603908,4.156,"7,8,34,61"
257605131,451.02,CP,1.85866242291198,2458410.999327,2.05257967846067,"4,5,31"
139357541,328.01,PC,4.47816033405173,2459063.3541,1.57744263730935,"28,68,69"
404516402,6125.01,PC,2.3107907,2459849.022331,1.963,56
4102368,4241.01,PC,3.11189426204084,2459990.965135,2.761,"8,9,62"
360475034,3452.01,PC,2.8372178,2459388.622437,4.822,"11,12,39"
196973090,6327.01,PC,10.4612769,2459900.57604,3.208,"17,58"
153065527,406.02,CP,6.61491101611225,2458385.38837,0.965460471736427,"3,4,30,31"
209923610,3242.01,PC,3.0001627,2459356.230477,2.892,"11,38"
74530173,4853.01,PC,7.2333744,2459303.196658,1.118,"8,9,35,36"
162695785,1970.01,PC,2.55996665143006,2459308.323706,2.9695871315864544,"11,37,38,64"
224603921,7389.01,PC,26.345109,2460658.743973,6.144,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82,83,84,13368,56"
462808933,5185.01,PC,4.2788309,2459414.668268,4.399,"26,40"
321069529,5378.01,PC,5.2841676,2459598.389742,3.41,"20,47"
325765282,7100.01,PC,7.4156006,2460418.422197,2.76,"16,17,56,57,76,77"
452741216,7286.01,PC,10.7994273,2460568.169556,4.858,"15,56,82"
251039147,4537.01,PC,6.66299510374309,2459450.837437,1.34547483306828,"42,70"
11417087,2938.01,PC,4.942456,2459272.923559,2.504,"8,9,35"
92359852,2690.01,PC,4.1549988,2459167.712302,2.873,"4,31"
230055368,5720.01,CP,1.43446023836647,2458900.645029,0.934887724935997,"22,49"
158325942,5255.01,PC,2.612273,2459441.513501,3.005,"14,26,40,41"
51768374,7177.01,PC,6.8434236,2460584.132916,3.179,"56,83"
453211454,509.01,CP,9.0588209,2460269.974997,3.342,"7,34,46,71,72"
55871761,7505.01,PC,3.861824061853429,2460710.3399,3.1764028843970658,"7,34,61,88"
219344917,871.01,CP,14.3627380327299,2458417.051084,3.20437978230036,"4,5,6,31,32"
159851831,5741.01,PC,24.0004143,2459754.333656,3.138,"25,26,40,52,53"
102159710,3506.01,PC,4.49613868278796,2460313.531349,3.50686751293035,"14,41,54,55,74"
448358913,3496.01,PC,1.5505494,2460067.735126,1.356,"9,10,36,37,63,64"
438170612,5127.01,PC,17.5328625,2460239.027496,3.11,"6,33,43,44,45,71"
255930614,2024.01,KP,2.8758831,2460476.023499,3.14,"24,25,51,52,78,79"
170789802,4508.01,PC,3.46727789358939,2458438.012099,0.405592768803134,"5,32"
160045097,1782.03,PC,18.7559764648518,2459625.059505,2.55507050354788,"14,15,20,21,22,40,41,47,48,53,60"
23912656,7215.01,PC,2.7705702,2460528.863508,2.502,81
67196266,7635.01,PC,7.651694423927877,2460676.242511,5.783299558587725,"6,33,87"
83299322,7274.01,PC,8.908871,2460550.49062,1.142,"41,54,55,74,75,81,82"
31054498,2541.01,PC,1.4118418,2459199.006353,2.702,"5,6,32"
148883384,2522.01,PC,2.0988541,2459223.890954,4.365,"7,33"
14570132,5137.01,PC,3.2092033,2460280.973096,0.677,"44,45,46,71,72"
318753380,2443.01,CP,15.6692322098987,2459148.098617,4.56285298177157,31
21113347,3497.01,KP,4.218075975601352,2459310.816804,3.5060864583149884,"37,64"
33397739,5292.01,PC,2.0231137,2459469.424307,1.133,42
322825139,4707.01,PC,0.4709937,2459226.690709,0.336,"6,33"
