tic id,toi,tfopwg disposition,period (days),epoch (bjd),duration (hours),sectors
230088370,1176.01,PC,14.0077666,2458695.361762,5.872749267921701,"14,15,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80"
300204369,2785.01,PC,11.5054399,2459221.348058,2.459,"5,6,7,32,33"
395926728,3483.01,PC,1.4466788,2459388.853133,1.529,"11,12,39"
88863718,1001.01,PC,1.9316462,2459987.948873,3.166,"7,34,61"
152245179,6107.01,PC,3.78990177079963,2459966.339978,3.9779406343356,"8,61"
418255064,4563.01,PC,743.4843887942,2458629.331333,3.80416232059967,"11,12,38,39"
198153540,1798.01,CP,8.021473489493966,2458741.600395,3.20876521681066,"16,22,23,49,50,76,77"
409009431,4726.01,PC,4.2971136,2459223.153269,2.775,33
419503191,6573.01,PC,8.1618477,2460056.670983,2.17,"11,37,38,64"
44737596,552.01,CP,2.78865403242748,2458413.060435,1.89001860895223,"4,5,31"
198108326,1844.01,KP,3.2130578,2459685.398095,2.169,"16,23,49,50"
156075294,299.01,PC,5.7217123812393,2459092.786742,3.77339867559703,"2,29,69"
467666275,1204.01,PC,1.3812114657147263,2458569.940999,2.737219054027781,"10,11,37,64"
436637677,4705.01,PC,11.9140328,2459519.126558,5.076,"5,32,43,44"
452938965,3988.01,PC,2.8744227,2459904.651667,4.081,"17,18,24,58"
28872266,6869.01,PC,763.9701133,2459466.023416,3.659,"42,43,70"
320341952,4804.01,PC,5.0648401,2459982.488346,3.009,"7,33,34,61"
89362689,7231.01,PC,11.0658881,2460531.193621,2.254,"14,40,41,54,74,81"
302381442,5570.01,PC,23.1678315,2459567.884238,4.295,"19,20,40,47"
51234631,1721.01,KP,4.1250429,2460339.400472,4.454,"20,47,60,74"
459913687,4198.01,PC,4.746318,2458458.49423,3.117,5
160004025,2657.01,PC,2.7985528,2459164.312459,2.459,"3,4,30,31"
170634116,413.01,KP,3.66239178108442,2459174.669346,3.76696919080192,"4,5,31,32"
253864764,6678.01,PC,3.4268387,2460149.83497,1.288,67
20096620,5374.01,KP,2.91640044952125,2459580.063121,3.28681000294742,47
368805700,5674.01,KP,3.57718908979436,2459695.989749,3.06699782470339,51
319806044,3209.01,PC,1.3509356,2459358.066273,2.636,"10,11,37,38"
392027961,6602.01,PC,1.5840089,2460094.284112,1.134,"11,37,38,64,65"
438057373,2770.01,PC,4.5697688,2459541.3175,3.369,"6,33,43,44,45"
359572563,3147.01,PC,1.5256634,2459386.392509,1.925,"11,12,39"
335655755,4132.01,PC,11.7647925653559,2459395.937372,4.43381844061323,"14,15,20,21,26,40,41,47,48,53,60"
266980320,118.01,CP,6.0344667,2460175.749118,1.89,"1,28,68"
248387177,2425.01,PC,50.6939885,2459436.979806,4.068,"3,30,42,43,70"
98833877,5577.01,PC,0.358558,2459606.67024,0.274,"20,47"
447593267,3076.01,PC,7.8595931,2459331.762318,1.902,"9,10,36,37"
201899356,7046.01,PC,3.1084574,2459139.157588,2.534,"2,3,29,30"
176780257,4187.01,PC,30.8812601370476,2458425.23933,10.7723374291207,"4,30,31"
75580659,6502.01,PC,5.0711656,2460030.946212,6.032,"8,9,35,36,62,63"
56655478,5066.01,PC,1.3454079,2460231.615855,1.208,"43,44,70"
397058826,5401.01,PC,6.82910294360144,2458930.89446,9.87814725923828,"23,46,50"
53874375,6227.01,PC,3.0922512,2459879.248503,1.936,57
150907983,6222.01,PC,9.4321076,2459878.774673,3.852,57
234540647,6761.01,PC,4.3430254,2460117.006376,4.425,"12,39,66"
289307883,5247.01,PC,12.9177538,2459440.338894,1.8,"15,41"
352682207,4010.01,CP,5.41462349277716,2459720.20187,2.94172609206543,"24,25,52,58"
467580267,3668.01,PC,0.7415247,2459908.643175,1.196,"18,58"
69995219,5352.01,PC,2.0389145,2459523.255686,1.42,"43,44"
154400369,5029.01,PC,3.8861815,2459384.065789,2.565,"12,39"
374997123,1222.01,PC,10.194499257178,2458329.466254,2.26487849862724,"1,2,3,4,5,6,7,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37,39,62,63,64,65,66,67,68,69"
120692092,5984.01,KP,3.41307808908694,2459392.151066,2.578792782734,"40,41,53,54"
88101924,5944.01,PC,5.9404096,2459821.949437,2.479,"54,55"
108940329,4768.01,PC,7.2644599,2459979.776645,3.233,"7,34,61"
219852584,1295.01,CP,3.19688379720634,2459913.379043,3.75336974536129,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55"
48274889,4864.01,PC,5.2410982,2459990.592951,1.188,"9,35,36,62"
114600571,6938.01,PC,4.8789974,2460277.283118,6.112,"43,44,45,71,72"
405559035,2037.01,PC,11.151666779780795,2459639.813076,4.623,"16,22,23,24,49,50,51,77,78"
304142124,1793.01,CP,55.087,2460017.429225,5.709,"10,36,37,63"
102192004,1919.01,KP,4.2337078,2459328.761216,2.008,"10,11,37"
203214081,5097.01,KP,5.7459945,2460261.803357,1.185,"44,45,46,72"
281541555,115.01,KP,4.74237090118084,2458329.903155,2.49881451802706,"1,2,28,29,68,69"
149995163,3815.01,PC,4.8709815,2459604.923601,4.437,"20,47"
423445163,6489.01,PC,2.917882,2460010.70579,1.483,"9,36,62"
294594423,3539.01,PC,6.0978165,2459801.238913,3.402,"14,15,41,54,55"
332564140,5400.01,PC,19.8067259,2459970.522326,4.5,"8,35,61,62"
382521776,6730.01,PC,4.3934743671834,2460186.072113,3.05476225900697,69
372759746,4575.01,PC,27.9815639,2460317.227192,4.901,"14,20,21,40,41,47,48,74,75"
303426966,6497.01,PC,2.1439841,2460035.301628,1.793,"10,37,63"
373017793,6256.01,PC,7.99455027678079,2459722.052653,4.76453625502729,"52,58,59"
307210830,175.02,CP,7.4507305,2460039.154503,0.475,"2,5,8,9,10,11,12,28,29,32,35,36,37,38,39,61,62,63"
408317165,5904.01,PC,5.6567374,2459820.780325,3.223,55
238920875,2329.01,PC,6.5346715,2459966.265304,3.304,"1,5,6,7,8,11,28,32,34,35,38,61,65,68"
366115856,3939.01,PC,2.3466472,2459908.695489,1.957,"17,18,24,57,58"
301235044,6835.01,KP,0.2803246,2460232.513071,0.868,"42,70"
274911536,3092.01,PC,4.4163989,2459331.270289,1.81,"9,10,36,37"
158241252,4443.02,PC,10.3088724146951,2459393.257825,2.27636446317493,"26,40"
73540072,1853.01,CP,1.2436239,2459690.743436,1.211,"23,50"
165723070,3907.01,PC,1.7213564,2459714.521101,2.035,"15,16,22,23,49,50,51"
305026599,7245.01,PC,1.6877647,2460530.018458,2.189,"14,41,54,55,81"
64282927,5949.02,PC,3.3751374,2460605.807735,1.851,"15,16,56,57,76,77,83,84"
15692883,1493.01,CP,5.147905,2460602.632371,5.405,"17,57,84"
467484304,3152.01,PC,0.7815064,2459359.018335,1.353,"10,11,37,38"
280254984,3758.01,PC,3.4177514,2459736.687477,3.415,"18,19,52"
410214986,200.01,CP,8.13822217724381,2458332.308323,3.27970250585292,"1,27,28,67,68"
120826158,4495.01,CP,5.1830043,2459765.914829,2.783,"14,40,41,53,54"
411781649,4698.01,PC,4.2333233,2459191.579713,2.325,32
8005485,4956.01,PC,5.1087099,2459356.229775,1.011,38
128531633,4334.01,PC,8.2197647,2459358.587889,1.673,"11,38"
302527524,2952.01,PC,10.7844934,2459351.667704,2.021,"9,10,11,36,37,38"
177254988,4405.02,PC,1.09292034224534,2459036.823688,1.52584810191309,"27,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
188128470,6519.01,PC,10.397262,2460026.546049,9.97,"9,36,63"
410358456,3268.01,PC,1.8641295,2459387.334771,1.42,"12,13,27,39"
356311210,1261.01,PC,18.0574016082718,2459628.771413,3.59217696420656,"14,17,18,20,21,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,59,60"
233211762,1252.01,PC,1.12197149508784,2459662.042876,0.822612107351014,"14,15,16,17,18,19,21,22,24,25,26,41,47,48,49,51,52,53,54,55"
355867695,1260.01,CP,3.12746344589069,2459634.760516,1.98126946443944,"14,21,41,47,48"
14715294,3121.01,PC,5.5167527,2459304.265389,4.288,"10,36"
58824746,4638.01,CP,10.2829582517974,2459449.353563,3.53489155847534,"42,43"
289666986,5775.01,PC,2.4369467,2459765.105281,3.969,"52,53"
48476908,659.01,PC,4.7192771,2460030.273214,1.594,"9,35,36,62,63"
440636649,6190.01,PC,3.5595352,2459878.295658,1.027,"17,57"
255588086,6455.01,PC,0.89705593764128,2459963.646985,1.76886354047209,"6,61,68,69"
89062142,4674.01,PC,4.2430633,2459161.883903,3.582,"4,31"
421330229,7323.01,PC,4.776694,2460607.93814,1.706,"14,15,16,23,26,40,41,49,53,54,55,56,57,59,60,73,74,75,76,80,81,82"
200465781,7111.01,PC,7.0634276,2460422.363607,2.056,"16,56,57,76,77"
198358065,7281.01,PC,4.3095502,2460658.637173,0.224,"40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82"
437253811,2974.01,PC,0.689421,2458567.86166,1.233,9
230084146,4109.01,PC,12.320331,2459746.880654,2.327,"15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,50,51,52"
89544985,2389.01,PC,2.33724227226616,2459089.046683,1.4487310837914,"29,69"
165985431,3842.01,PC,3.6566206,2458895.099104,2.557,21
193556520,4066.01,PC,6.7201811,2459736.642282,3.187,"24,25,50,51,52"
118573065,4673.01,PC,4.8667353,2459164.646167,0.728,"4,31"
144310492,3877.01,PC,4.1225477,2458920.968885,2.206,22
95361530,5147.01,PC,3.9178573,2459631.96789,0.739,"45,46,48"
29169215,5584.01,PC,18.6300789,2459580.448333,3.4,"21,47"
219189765,737.01,CP,1.73185293964858,2458544.430655,1.69196389934225,"9,36,63"
400683848,4243.01,PC,1.088628587953573,2459988.504447,2.4298631416455336,"8,9,35,36,62,63"
170729775,2449.01,CP,16.6542431,2459186.901539,7.792,"4,5,31,32"
251852984,323.01,PC,2.77239154333576,2458355.57459,1.82233689252042,"2,29,69"
352301423,7334.01,PC,1.7085226,2460607.644263,0.917,"14,15,16,17,40,41,47,50,54,55,56,57,60,74,75,76,77,81,82"
399195246,6619.01,PC,1.6930171,2460092.280152,2.759,"10,11,37,38,64,65"
278668358,5272.01,PC,5.0135727,2459822.945623,4.396,"15,16,41,55"
336961891,4642.01,PC,3.60223773777829,2459449.129554,1.03255200089646,"42,43"
10485639,7650.01,PC,3.425351732727369,2460686.269931,3.8269515883776792,"7,87"
192988021,2808.01,PC,9.4453763,2460000.058846,2.659,"9,35,36,62"
274151135,1105.01,PC,10.8680523,2460086.979446,2.375,"12,13,27,39,65,66,67"
359426909,3454.01,PC,3.9415006,2459357.82988,2.177,"11,12,38"
237603062,4202.01,PC,2.6689906,2458485.594249,2.854,6
232976128,1249.01,CP,13.0791581,2460342.349121,2.97,"14,15,21,22,41,48,49,75"
453260209,1215.01,PC,1.21244933533579,2458570.395929,0.998465301920193,"10,11,12,37,38,39,64,65,66"
356867115,1301.01,CP,6.09640744087736,2459710.294209,2.3632965070759,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,53,54,55,56,57,58,60"
420049884,462.01,PC,4.10742911381342,2458414.822983,3.08440554493834,"4,31,70,71"
455096220,489.01,KP,3.64666120530808,2459250.846246,3.9225178129503,"7,34"
461591646,2155.01,CP,3.7246883,2459913.983994,3.078,"18,19,20,25,26,52,59"
288242606,4092.01,PC,7.495973,2459739.321322,5.366,"14,18,19,20,21,25,26,40,41,47,48,51,52"
70785910,348.01,PC,0.494793787881867,2459088.639473,0.944903841930711,"2,29,69"
29119552,1709.01,PC,7.6288424,2459597.198308,3.311,"20,47,60"
63100069,7170.01,PC,1.91709596119284,2460234.779918,1.04020813653838,"71,72"
269269546,4488.01,KP,4.45417003140808,2459798.529256,2.27142996889905,"41,54,55"
233182695,2070.01,PC,6.383924664807752,2458684.428217,1.5808908624164832,"14,15,16,21,22,41,47,48,49,74,76"
340624586,4997.01,PC,13.3178839,2459381.134323,4.344,"12,39"
271486001,3428.01,PC,5.3945125,2459964.814156,7.126,"8,34,35,61"
435934762,2772.01,PC,2.8504334,2459199.30433,3.768,"6,32"
50989813,2854.01,PC,0.9008643,2459227.231333,1.419,"7,33"
310231275,2265.01,PC,0.829408439616925,2458956.331721,0.558328913470858,"24,25"
272829240,7125.01,PC,21.7276636,2460435.644849,2.924,"57,58,77,78"
149109125,4939.01,PC,9.1717558,2459342.285554,3.54,38
287934343,5832.01,PC,5.1357505,2459795.478353,3.504,"14,41,54"
336732544,7486.01,KP,3.2771117876140976,2460805.293336,2.6850131918451043,92
63470437,3669.01,PC,1.2126653,2459909.846648,1.356,"18,58"
272213425,1904.01,KP,4.3247708,2459327.622593,4.267,"10,37"
117938087,2482.01,PC,14.9315582,2459187.828181,4.729,"5,32"
363202582,3188.01,PC,1.5659063,2459359.2727,1.169,"9,10,11,36,37,38"
367630162,2104.05,PC,9.56110995932098,2458687.794321,3.01281106417084,"14,19,20,26,40,47"
393412295,7575.01,PC,13.244286062651472,2460678.505396,3.0195759551729706,"6,7,32,33,34,87"
171160243,4620.01,PC,1.3887494,2459933.972235,1.38,"19,43,44,59"
422884521,4667.01,PC,17.9450925,2459165.819787,1.673,"4,31"
120960812,1237.02,KP,6.23875501334555,2458685.409943,3.61785672529817,"14,40,41,53,54"
133107143,3403.01,PC,11.2205176,2459968.985157,3.71933927546232,"7,8,34,35,61,62"
138359318,4448.01,KP,1.01869894431387,2459769.924018,1.4947874563752,"40,41,54,55"
238176110,116.01,KP,2.79858018416552,2458326.688916,2.38010434405069,"1,27,28,67,68"
469810663,7060.01,PC,5.8497196,2460142.849779,3.458,"13,27,66,67"
77527511,613.01,PC,0.7784962,2459279.650943,0.856,"8,35"
153412485,4749.01,PC,1.3832999,2459226.693605,2.774,"6,33"
33651215,2927.01,PC,1.3868302,2459304.991277,2.413,"9,35,36"
158324245,1161.01,KP,1.7635881,2460556.484069,3.092,"14,15,26,40,41,53,54,55,74,75,80,82"
406361982,5224.01,PC,5.2819763,2459818.154198,5.909,"14,15,41,55"
346077232,6185.01,PC,6.3720834,2459880.180162,1.322,"17,24,57"
36734222,656.01,KP,0.813473271080055,2458543.604633,1.26296395605359,"9,35,62"
219175972,2441.01,PC,12.8900899311885,2458335.504214,2.54132288314916,"1,5,7,11,28,31,32,33,34,38,61,65,68"
414019147,6011.01,PC,2.3179699,2459880.708932,1.496,"16,17,24,57"
81178747,5367.01,PC,1.66495847658037,2460234.223007,1.57909646476833,"43,44,71,72"
178170828,4401.01,PC,0.45026401558072,2459116.209945,1.18715660706544,"30,31"
366120401,4039.01,PC,4.7308142,2459733.900505,3.062,"14,25,41,52"
327302178,7508.01,PC,1.0065503224846029,2460857.100342,1.0105137027623616,94
233071822,1747.01,PC,2.7546548,2460657.306569,0.561,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,54,55,56,58,59,60,75,76,77,78,79,81,82,83,85,86"
203377303,3493.01,PC,8.15948702678735,2459313.043598,4.39727469879866,"37,64"
159438097,4120.01,PC,4.8952783,2459914.077004,5.325,"14,19,20,21,25,26,40,41,47,48,52,59"
135267558,5754.01,PC,3.6479472,2459736.090495,1.683,"25,51,52"
151760597,7217.01,PC,3.9859545,2460530.653241,3.729,"54,81"
467615239,5338.01,PC,2.6429687,2459522.34129,2.184,"43,44"
15654898,6241.01,PC,3.7812464,2459879.12449,2.13,"17,57"
141074654,6557.01,PC,12.5383316,2460082.161972,3.084,"11,38,65"
410303247,6473.01,PC,1.0992893,2460011.956516,1.044,"9,35,62"
357048995,5727.01,PC,6.3928693910136,2459422.895595,3.71289268025249,"41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
147456499,2659.01,PC,1.2558789,2459140.202044,1.795,"3,30"
186810676,6303.01,PC,9.4852479,2459901.013491,2.713,"18,58"
432224130,7409.01,PC,2.6800806,2460608.457188,1.828,"83,84"
315350812,4373.01,PC,5.9422824,2460089.108718,1.911,"11,38,65"
441158994,6898.01,PC,18.1070682943523,2459065.544368,3.454436852188,"28,68"
153723304,4692.01,PC,4.0519584,2459198.541053,0.666,"4,5,30,31,32"
116631353,6113.01,PC,4.9218915,2459845.197517,6.715,"15,55,56"
11270200,7478.01,KP,3.14324025965375,2460806.062159,4.3767435834864665,92
156648452,3912.01,CP,3.4936188,2459687.370442,3.355,"23,50"
407966340,554.02,CP,3.04404408205131,2458438.475888,1.35428848023602,"5,32,43,44,70,71"
182078202,4302.01,PC,38.7619532298496,2458347.763724,4.57381993122529,"1,13,27,28,67,68"
20069685,2735.01,PC,1.9663653,2459226.43746,1.637,"5,6,32,33"
179442778,6702.01,PC,2.18747117125677,2459036.541035,6.15435597868336,"27,28,30,31,32,33,34,35,36,37,38,61,62,64,66,67,68,69"
95191643,6417.01,PC,3.3458255,2459987.101904,3.821,"34,61"
312548829,3980.01,PC,3.6089193,2459907.83037,2.255,"17,18,24,58"
278666476,6828.01,PC,3.4894537,2460174.845087,2.134,"1,28,68"
120183168,4499.01,PC,3.4902115,2460338.925724,2.449,"14,26,40,41,53,54,74"
386161311,3006.01,PC,8.61346,2459989.197536,2.349,"9,10,35,36,62"
279095914,4675.01,PC,3.5779775,2459165.52615,1.795,"4,31"
75784122,5846.01,PC,10.5353472,2459794.162274,1.098,"25,26,40,52,53,54"
206541859,4406.01,CP,30.0835029817398,2459064.11893,3.98581029110768,"28,29,68,69"
19612445,4837.01,PC,4.4644761,2459991.372991,1.185,"8,9,35,62"
29344935,109.01,KP,2.76676000983202,2458326.127479,2.68721776988127,"1,28,68"
403911354,3169.01,PC,4.4814049,2459325.552168,1.689,"10,11,37"
139877968,4652.01,PC,18.6224802,2459078.330446,4.088,"1,28"
112099249,1921.01,KP,5.17958,2458604.17084,4.524,11
99025225,7328.01,PC,12.5069936,2460556.908662,5.739,"14,41,55,81,82"
153725446,2722.01,PC,0.708548,2459199.496171,0.845,"4,5,31,32"
280031353,2300.02,PC,15.4432661360726,2459646.961969,3.84930750575022,"15,16,24,25,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
302381397,4088.01,PC,2.7284428,2459912.553706,2.201,"19,20,26,40,47,59"
38571020,721.01,PC,12.2877358,2460144.557795,4.445,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,64,65,66,67"
234994474,134.01,CP,1.40151826016575,2458326.034032,1.15830613665695,"1,28,68"
271749758,6970.01,KP,11.7144469816301,2460342.99711,3.51318220606517,75
271893367,150.01,CP,5.85740753759727,2459995.645628,5.85480292934519,"9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,39,61,62"
346015394,3722.01,PC,1.07886492403373,2459910.394452,1.98019430942862,"18,19,59"
900715901,2072.01,PC,3.167981,2459635.550895,1.352,"14,20,21,40,41,47,48"
375419034,5259.01,PC,3.0321361,2459441.712932,2.078,"14,40,41"
59536337,3394.01,PC,7.8373997,2459966.08383,3.273,"7,8,33,34,35"
436478932,5963.01,KP,4.32262294185784,2459826.311145,3.36990246699019,56
370009806,6282.01,PC,12.4751631,2460205.518926,3.937,"1,2,3,13,27,28,29,30,63,67,68,69"
160476088,4948.01,PC,0.4722347,2459360.065225,1.074,"11,38"
72504017,6545.01,PC,5.6177467,2460067.553154,2.307,"10,37,64"
157768969,5744.01,PC,5.7488832,2459758.400187,5.003,"14,20,21,40,41,47,53"
425997655,174.05,CP,7.9076222,2460197.038739,2.611,"1,2,3,4,11,29,30,31,34,64,68,69"
391900348,2630.01,PC,9.7130596,2460070.810197,1.661,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,61,62,63,64,65"
385858569,3363.01,PC,9.7433732,2460007.793273,3.747,"9,10,35,36,62"
304085024,4975.01,PC,4.4834145,2460014.437582,2.363,"9,10,11,36,37,38,63,64,65"
168936945,6449.01,PC,2.4404127,2459984.192328,1.354,61
368739874,5680.01,CP,3.3575477,2459714.264611,1.788,51
116848450,3652.01,PC,3.4796904,2459906.291184,3.691,"18,58"
142053623,7659.01,PC,6.557078785546738,2460887.644911,2.8207621986545623,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,61,63,64,65,66,67,68,69,87,88"
236387002,2119.01,CP,7.2008611,2460442.055186,2.03,"24,25,51,52,78"
431981595,4787.01,PC,3.5037708,2459251.312378,2.716,"7,34"
346338552,1388.01,KP,4.4652986,2460606.436882,2.502,"16,56,57,83,84"
332860211,2778.01,PC,4.4445101,2459198.536737,2.737,"6,32"
27064468,5126.01,CP,5.4589863,2460282.114507,3.39,"45,46,48,72"
71582156,5726.01,CP,5.49113023427399,2458843.596098,1.90620984334076,"20,26,47,53,60"
307958020,4633.01,CP,271.938638971,2458864.835181,11.1292466382323,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,58,59"
198187049,2069.01,PC,5.92142287655623,2458688.473496,2.46062077246702,"14,15,16,17,18,19,21,22,24,25,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59"
22069559,4501.01,PC,2.0348789,2460337.772433,2.379,"14,40,41,54,74"
303432813,5076.01,CP,23.4428912,2460250.881084,4.392,"42,43,44,70,71"
138294130,2012.01,KP,3.0565259,2459716.992394,4.145,"24,50,51"
344140617,2880.01,PC,4.7799716,2459988.872071,4.976,"6,7,8,33,61,62"
280647591,6536.01,PC,4.2380294,2460031.461041,3.699,"9,35,36,62,63"
356786657,4040.01,PC,7.13572588612819,2459658.460639,2.50948933764817,"14,15,16,17,18,19,20,21,22,23,25,40,41,47,48,49,50,51,52,53,54,55,57,58,59,60"
85459171,4072.01,PC,2.1390271,2459005.303452,3.556,25
467955232,3028.01,PC,3.0525705,2459359.563809,4.811,"10,11,37,38"
395385033,5252.01,PC,8.5394045,2459437.267399,5.884,"14,41"
291016451,5448.01,PC,3.214031,2459547.931745,2.215,45
145804834,6615.01,PC,3.5911377,2460090.248705,1.623,"38,65"
101961987,6515.01,PC,3.8149372,2460034.628679,4.366,"9,36,63"
306996324,776.02,CP,8.24661326950136,2458571.415963,2.41209094440725,"10,37,63"
445456888,2363.01,PC,5.5436298,2459968.015542,3.879,"7,8,9,33,34,35,36,61,62"
91555165,2345.02,CP,42.1289893255497,2459120.29967,4.61305234392815,"30,31"
366622912,515.01,CP,3.11489307594055,2458493.283904,2.37213463423086,"7,34,44,45,46,72"
387690507,530.01,CP,6.38757391099972,2458470.202595,2.56605790197949,"6,33,44,45,71,72"
311086350,6844.01,PC,3.8068712326332,2460209.334584,2.26909105269717,70
417129824,3519.01,PC,3.500869,2459818.762814,3.84,"14,41,55"
120051913,6155.01,PC,1.6029811,2459851.726873,0.955,"16,56"
149022647,3446.01,PC,1.8528946,2459359.702516,2.444,"12,38"
80682484,2810.01,PC,8.4035706,2460024.286607,3.906,"10,36,37,63"
318022259,1730.01,CP,6.2262315,2459952.635271,2.239,"20,47,60"
311130133,4318.01,PC,1.13438238395378,2458438.114877,1.44449996425389,"5,32"
262829328,2627.01,PC,1.0649771,2460882.402484,1.5097493780205566,"1,28,68,95"
44647437,435.01,PC,3.35290698241063,2458411.844766,2.39067309996364,"4,5,31"
277890574,2192.01,PC,6.26434417045185,2459039.462278,3.82025957183135,"27,28,67,68"
262715204,4538.02,KP,3.4715644,2459447.897021,3.0898301916751434,"42,70,92"
198162530,5738.01,PC,0.768125005544612,2458683.640443,0.999206238963782,"14,15,16,17,18,19,21,22,23,24,25,47,48,49,50,51,52,54,55"
392064198,5582.01,PC,4.51125,2459604.334385,4.541,"20,44,45,46,47"
48220826,3886.01,PC,3.02154284748582,2460454.788418,3.08889003933254,"14,15,19,22,40,41,53,54,55,56,59,79"
149917086,3847.01,PC,11.0783748,2459616.654357,2.673,"14,21,41,47,48"
299023386,1995.01,PC,3.1056464,2459327.827796,1.772,"9,10,35,37"
305612552,5897.01,PC,6.9349089,2459813.353902,3.234,"54,55"
67395329,6873.01,PC,18.8204254771565,2460236.840703,2.4015590936446,71
65981892,3618.01,PC,3.4898546,2459878.722216,1.567,"16,17,57"
8516795,2169.01,PC,8.2148505,2459773.747945,3.839,"26,40,54"
124128680,7382.01,PC,1.0370296321156405,2460663.461613,1.5186095798903638,87
165527918,2101.01,PC,9.07532712811804,2458690.4168,3.61568416525418,"14,17,18,20,21,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,59,60"
267808774,7276.01,PC,14.2317652,2460591.368539,8.372,"14,15,16,20,23,40,41,47,50,53,54,55,56,57,60,73,74,75,76,77,81,82"
122798633,6446.01,PC,4.2240015,2459983.882874,1.605,61
413248763,562.01,CP,3.9306027,2460011.629018,1.196,"8,35,62"
395393265,2152.01,CP,3.37728354061576,2459883.441847,3.64345138848678,"26,58"
455791689,1544.01,PC,1.2918334,2460609.88165,1.429,"16,17,57,83,84"
31142436,7047.01,PC,5.2729668,2459199.606231,3.738,"5,6,32"
234595543,7568.01,PC,1.4893903162828153,2460688.252244,1.5901153463196325,"6,33,87"
180695581,1807.01,CP,0.54937,2459664.070547,0.883,"22,23,49"
192259856,2906.01,PC,3.7062792,2459277.553272,3.008,"8,9,35"
455784423,3629.01,CP,3.9365629,2459878.618825,2.19,"17,57"
423903016,7321.01,PC,3.0039961,2460555.072412,3.621,"56,82"
260761464,3589.01,PC,3.0827487,2459847.255364,3.763,"15,16,56"
14091704,445.01,PC,0.7649571,2459199.549231,1.094,"5,6,32"
378390325,5805.01,PC,20.5676815,2460511.215717,5.523,"14,15,41,55,75,81"
441736986,5657.01,PC,0.8037513,2459825.659468,0.912,"14,15,16,17,18,19,21,22,23,24,25,40,41,47,48,49,50,51,52,56,57,58,59,60"
314835525,2049.01,PC,5.30329,2458768.86655,3.707,24
34729329,2731.01,PC,0.9953936,2459227.225976,2.238,"6,33"
144077896,6578.01,PC,2.7543175,2460061.045162,1.471,"10,37,64"
237929468,4940.01,CP,25.8663868915017,2459963.745719,4.08387809495557,"1,2,3,4,8,11,28,29,30,31,34,38,61,62,64,65,68,69"
394346745,2487.01,PC,3.4024655,2459382.603668,3.141,"1,12,13,27,28,39"
332710679,3417.01,PC,2.7194615,2459279.352082,2.481,"8,35"
396649769,5039.01,PC,2.1967461,2460070.345183,3.749,"12,38,39,65,66"
18019350,5397.01,PC,9.6477019,2459620.860667,3.003,"22,48"
381897917,4565.01,PC,692.515064579292,2458676.610066,2.63831407288164,"13,39"
466966249,7224.01,PC,5.5698339,2460524.480696,3.807,"55,81"
160328683,2496.01,PC,1.57468281072073,2459175.520632,1.92864063906853,"32,33"
18795429,3404.01,PC,2.5087868,2459276.822863,2.529,"8,34"
345329200,3942.01,PC,3.10825144568642,2459854.068815,1.5649451093457,"17,24,57,58"
280437559,969.01,CP,1.8237371,2459248.377773,1.347,"7,34"
303814029,4911.01,PC,4.4573401,2459332.056627,3.75,"10,36,37"
36440357,546.01,KP,9.20164964153958,2459211.46641,4.43173329634051,"6,33"
35106764,4933.01,PC,5.3861006,2459354.560435,4.62,"11,12,38"
401604346,2193.01,CP,2.12236725100755,2459037.564542,1.58553648293112,27
268766053,272.01,KP,3.30984575478706,2459140.875701,2.26765357766264,"3,30"
97714451,4734.01,PC,6.2356356,2459541.87525,5.544,"6,33,43,44,45"
330795142,3835.01,PC,1.3460633,2459633.636146,1.829,"21,48"
348538431,507.01,PC,0.89946770091991,2459963.623366,1.20666675437893,"7,34,61"
73228647,755.01,CP,2.5404679,2460066.437431,2.154,"10,37,64"
284418751,2588.01,PC,3.587158,2459962.850922,1.23,"7,8,33,34,35,61"
463103749,3063.01,PC,1.9512921,2460014.401537,4.78885481642987,"9,10,36,37,63,64"
